Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location,Location 1,Longitude,Mo Codes,Neighborhood,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
191917954,,Mission,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-10-14T00:00:00.000-07:00,2019-10-15T00:00:00.000-07:00,34.2467,9700 WOODMAN AV,0101000020E610000038F8C264AA9C5DC02BF697DD931F4140,-118.4479,0329 0903,panorama-city,6,251,RECYCLING CENTER,1958,IC ,Invest Cont,1800,119201,48,B,M,,,91331
190700842,,Wilshire,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LA BREA AV,2019-08-09T00:00:00.000-07:00,2019-08-09T00:00:00.000-07:00,34.0783,OAKWOOD AV,0101000020E61000006EA301BC05965DC06EA301BC050A4140,-118.3441,2057 1528 0400 0416 0903 1822,fairfax,58,102,SIDEWALK,715,IC ,Invest Cont,1110,214000,20,W,M,STICK,308,90036
191818364,,Southeast,230,230,946,998,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,33.9327,11500 S MONA BL,0101000020E610000089D2DEE00B8F5DC0567DAEB662F74040,-118.2351,0903 0416 2024 1402 2056 1516 0906 0371 1822,watts,88,511,PROJECT/TENEMENT/PUBLIC HOUSING,1849,IC ,Invest Cont,2310,243100,32,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,90059
191225144,,77th Street,624,624,946,,,BATTERY - SIMPLE ASSAULT,MCKINLEY,2019-10-20T00:00:00.000-07:00,2019-10-20T00:00:00.000-07:00,33.9665,80TH ST,0101000020E6100000FFB27BF2B0905DC0C1CAA145B6FB4040,-118.2608,2054 1536 2036 0342 0903 0216 1822 0416,florence,86,102,SIDEWALK,1269,IC ,Invest Cont,0100,239801,23,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90001
190219931,,Rampart,624,624,946,,,BATTERY - SIMPLE ASSAULT,ALVARADO,2019-10-12T00:00:00.000-07:00,2019-10-12T00:00:00.000-07:00,34.0697,WILSHIRE,0101000020E6100000BDE3141DC9915DC0FE43FAEDEB084140,-118.2779,0429 0444 0903 1822 1206,westlake,53,102,SIDEWALK,233,IC ,Invest Cont,1145,208620,35,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90057
191416742,,Pacific,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-23T00:00:00.000-07:00,2019-07-24T00:00:00.000-07:00,34.0176,3400 SAWTELLE BL,0101000020E61000006C787AA52C9B5DC06E3480B740024140,-118.4246,0903 0311 0329,mar-vista,67,102,SIDEWALK,1436,IC ,Invest Cont,2000,271901,0,X,X,,,90066
191816478,,Southeast,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-24T00:00:00.000-07:00,2019-07-24T00:00:00.000-07:00,33.9446,10100 S HOOVER ST,0101000020E61000003C4ED1915C925DC09BE61DA7E8F84040,-118.2869,2055 1510 0603 1202 0329 0903 1239,vermont-vista,87,501,SINGLE FAMILY DWELLING,1821,AA ,Adult Arrest,0900,240402,61,B,F,UNKNOWN WEAPON/OTHER WEAPON,500,90044
190126322,,Central,624,624,,,,BATTERY - SIMPLE ASSAULT,SAN PEDRO ST,2019-11-01T00:00:00.000-07:00,2019-11-01T00:00:00.000-07:00,34.0401,7TH ST,0101000020E610000088855AD3BC8F5DC0E9482EFF21054140,-118.2459,1239 1218 1510 0416 1822 0903 2054 1536,downtown,52,102,SIDEWALK,157,IC ,Invest Cont,0130,206300,39,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90021
181219929,,77th Street,761,761,,,,BRANDISH WEAPON,WESTERN AV,2018-08-05T00:00:00.000-07:00,2018-08-05T00:00:00.000-07:00,33.9746,N FLORENCE,0101000020E6100000B29DEFA7C6935DC03F575BB1BFFC4040,-118.309,0329 1609 0903 2055 1516,chesterfield-square,81,103,ALLEY,1253,AA ,Adult Arrest,2300,237300,45,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,90047
190816363,,West LA,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-09-27T00:00:00.000-07:00,2019-09-30T00:00:00.000-07:00,34.0373,9700 CATTARAUGUS AV,0101000020E6100000B6F3FDD478995DC00612143FC6044140,-118.398,0903 0329,beverlywood,61,704,ELEMENTARY SCHOOL,886,IC ,Invest Cont,2100,269000,0,X,X,,,90034
190516199,,Harbor,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-09-29T00:00:00.000-07:00,2019-09-30T00:00:00.000-07:00,33.7252,2100 S MEYLER ST,0101000020E6100000FB5C6DC5FE925DC09487855AD3DC4040,-118.2968,0311 2057 1528 0329 0903,san-pedro,96,122,"VEHICLE, PASSENGER/TRUCK",585,IC ,Invest Cont,1600,297202,0,X,X,,,90731
191016228,,West Valley,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-10T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.2085,15800 SATICOY ST,0101000020E6100000FB3A70CE889E5DC0A69BC420B01A4140,-118.4771,0903,van-nuys,19,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1018,AA ,Adult Arrest,0730,127400,48,H,F,VERBAL THREAT,511,91406
181229974,,77th Street,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-12-26T00:00:00.000-08:00,2018-12-26T00:00:00.000-08:00,33.9891,2800 W SLAUSON AV,0101000020E6100000143FC6DCB5945DC09F3C2CD49AFE4040,-118.3236,1402 0445 2035 2036 0329 0903 2055 1519,hyde-park,80,505,MOTEL,1232,AA ,Adult Arrest,1720,234600,27,O,M,UNKNOWN WEAPON/OTHER WEAPON,500,90043
191113992,,Northeast,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-22T00:00:00.000-07:00,2019-07-23T00:00:00.000-07:00,34.0983,4000 W SUNSET BL,0101000020E610000003098A1F63925DC031992A18950C4140,-118.2873,0903 0329,los-feliz,36,203,OTHER BUSINESS,1162,IC ,Invest Cont,1900,195300,0,X,X,,,90027
190919586,,Van Nuys,624,624,946,,,BATTERY - SIMPLE ASSAULT,SATICOY ST,2019-11-09T00:00:00.000-08:00,2019-11-09T00:00:00.000-08:00,34.1903,VAN NUYS BL,0101000020E6100000AA605452279C5DC0E3361AC05B184140,-118.4399,0903 0400 0448,valley-glen,21,102,SIDEWALK,926,IC ,Invest Cont,1515,128101,54,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91401
191117346,,Northeast,624,624,,,,BATTERY - SIMPLE ASSAULT,AVENUE 56,2019-09-29T00:00:00.000-07:00,2019-09-29T00:00:00.000-07:00,34.1089,FIGUEROA,0101000020E61000008638D6C56D8C5DC06744696FF00D4140,-118.1942,0400 0416 0903 0319 1536,highland-park,41,101,STREET,1149,IC ,Invest Cont,1200,183810,26,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90042
190716450,,Wilshire,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-09-11T00:00:00.000-07:00,2019-09-11T00:00:00.000-07:00,34.0782,400 N FAIRFAX AV,0101000020E61000009031772D21975DC00B462575020A4140,-118.3614,0329 0903 0342,fairfax,58,203,OTHER BUSINESS,713,IC ,Invest Cont,0530,214400,0,O,M,,,90036
190121725,,Central,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-23T00:00:00.000-07:00,2019-08-23T00:00:00.000-07:00,34.046,100 E 6TH ST,0101000020E610000024B9FC87F48F5DC0D9CEF753E3054140,-118.2493,0443 0903 1234 1239 1822 2058 1510,downtown,52,207,BAR/COCKTAIL/NIGHTCLUB,154,IC ,Invest Cont,2205,207302,24,H,F,VERBAL THREAT,511,90013
191516174,,N Hollywood,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",VANOWEN,2019-08-24T00:00:00.000-07:00,2019-08-25T00:00:00.000-07:00,34.194,TROOST,0101000020E610000029CB10C7BA985DC046B6F3FDD4184140,-118.3864,0903 2004 1218,north-hollywood,23,102,SIDEWALK,1516,AA ,Adult Arrest,2150,123205,40,H,M,PIPE/METAL PIPE,312,91605
190712968,,Wilshire,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LA BREA,2019-06-28T00:00:00.000-07:00,2019-06-29T00:00:00.000-07:00,34.0689,3RD,0101000020E6100000BC74931804965DC0E25817B7D1084140,-118.344,0400 1402 0416 0903 2057 1528 1822,hancock-park,119,101,STREET,727,AO ,Adult Other,2045,214100,51,W,M,UNKNOWN WEAPON/OTHER WEAPON,500,90036
190713209,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-05T00:00:00.000-07:00,2019-07-05T00:00:00.000-07:00,34.0855,800 N HAYWORTH AV,0101000020E610000097900F7A36975DC06DE7FBA9F10A4140,-118.3627,2056 1520 0329 0903,beverly-grove,58,501,SINGLE FAMILY DWELLING,701,IC ,Invest Cont,0730,194401,56,W,M,,,90046
180324207,,Southwest,761,761,,,,BRANDISH WEAPON,,2018-10-03T00:00:00.000-07:00,2018-10-28T00:00:00.000-07:00,34.0215,5000 RODEO RD,0101000020E610000011C7BAB88D965DC0986E1283C0024140,-118.3524,0302 1202 2058 1509 0903,baldwin-hillscrenshaw,79,402,MARKET,361,IC ,Invest Cont,0600,236202,67,B,F,SEMI-AUTOMATIC PISTOL,109,90016
190810392,,West LA,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-05-26T00:00:00.000-07:00,2019-05-28T00:00:00.000-07:00,34.0529,1600 WESTWOOD BL,0101000020E61000004703780B249C5DC0ADFA5C6DC5064140,-118.4397,0329 0903 0311 2036,westwood,63,730,SYNAGOGUE/TEMPLE,855,IC ,Invest Cont,1600,265520,0,X,X,,,90024
191514129,,N Hollywood,930,930,998,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-10T00:00:00.000-07:00,2019-07-16T00:00:00.000-07:00,34.1468,10500 VALLEY SPRING LN,0101000020E6100000FB5C6DC5FE965DC0C286A757CA124140,-118.3593,2056 2057 1402 0903 0421 0422,toluca-lake,28,501,SINGLE FAMILY DWELLING,1569,IC ,Invest Cont,0700,143100,49,O,M,UNKNOWN WEAPON/OTHER WEAPON,500,91602
192118267,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-07T00:00:00.000-08:00,2019-11-07T00:00:00.000-08:00,34.2139,8200 TOPANGA CANYON BL,0101000020E6100000EC2FBB270FA75DC0A54E4013611B4140,-118.6103,1309 0416 2030 0903,canoga-park,13,104,DRIVEWAY,2114,IC ,Invest Cont,1520,134304,30,H,M,VEHICLE,307,91304
191520133,,N Hollywood,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-11-01T00:00:00.000-07:00,2019-11-05T00:00:00.000-08:00,34.1758,5800 LAUREL CANYON BL,0101000020E61000004C37894160995DC08351499D80164140,-118.3965,0421 1822 0903 2057 1528,valley-glen,21,730,SYNAGOGUE/TEMPLE,1533,IC ,Invest Cont,1658,123902,0,O,M,VERBAL THREAT,511,91607
180324753,,Southwest,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-11-04T00:00:00.000-07:00,2018-11-04T00:00:00.000-07:00,34.0246,1500 W 35TH ST,0101000020E6100000BADA8AFD65935DC0A5BDC11726034140,-118.3031,0361 0432 2035 2036 1235 2054 1536 0903,exposition-park,772,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",356,IC ,Invest Cont,2150,222500,40,B,M,VERBAL THREAT,511,90018
191915281,,Mission,624,624,946,,,BATTERY - SIMPLE ASSAULT,PARTHENIA PL,2019-08-20T00:00:00.000-07:00,2019-08-21T00:00:00.000-07:00,34.2283,SEPULVEDA,0101000020E6100000B515FBCBEE9D5DC0A1D634EF381D4140,-118.4677,0903 0429 2058 1510,north-hills,112,102,SIDEWALK,1981,IC ,Invest Cont,2300,117407,50,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91343
190715636,,Wilshire,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.0712,6300 W 3RD ST,0101000020E6100000E5D022DBF9965DC0D3BCE3141D094140,-118.359,0400 0903 2056 1516,fairfax,58,203,OTHER BUSINESS,734,IC ,Invest Cont,0001,214501,0,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90036
190715633,,Wilshire,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.0712,6300 W 3RD ST,0101000020E6100000E5D022DBF9965DC0D3BCE3141D094140,-118.359,0903 0400 2056 1514,fairfax,58,203,OTHER BUSINESS,734,IC ,Invest Cont,0001,214501,31,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90036
191818374,,Southeast,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-25T00:00:00.000-07:00,2019-08-25T00:00:00.000-07:00,33.9327,11500 S MONA BL,0101000020E610000089D2DEE00B8F5DC0567DAEB662F74040,-118.2351,2056 1516 0903 0443 0432 2024,watts,88,511,PROJECT/TENEMENT/PUBLIC HOUSING,1849,IC ,Invest Cont,1933,243100,32,H,F,VERBAL THREAT,511,90059
191916147,,Mission,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-09-07T00:00:00.000-07:00,2019-09-07T00:00:00.000-07:00,34.2717,11100 LAUREL CANYON BL,0101000020E6100000545227A0899C5DC05F29CB10C7224140,-118.4459,1402 0903 1822 1218 2004 2035 1514 2055,pacoima,101,221,PUBLIC STORAGE,1944,AA ,Adult Arrest,1050,109500,56,B,M,HAMMER,311,91340
190815562,,West LA,761,761,,,,BRANDISH WEAPON,,2019-09-13T00:00:00.000-07:00,2019-09-13T00:00:00.000-07:00,34.034,2900 OVERLAND AV,0101000020E610000026E4839ECD9A5DC03108AC1C5A044140,-118.4188,0334 1251 1402 1258 0421 2035 0432 0319 0903,rancho-park,62,109,PARK/PLAYGROUND,885,AA ,Adult Arrest,1730,271100,12,B,M,OTHER KNIFE,207,90064
190613741,,Hollywood,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-06-05T00:00:00.000-07:00,2019-06-17T00:00:00.000-07:00,34.1016,7000 HOLLYWOOD BL,0101000020E6100000C442AD69DE955DC005A3923A010D4140,-118.3417,0903 2036 0400,hollywood,29,717,HEALTH SPA/GYM,645,IC ,Invest Cont,0700,190100,39,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90028
191715529,,Devonshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-09-17T00:00:00.000-07:00,2019-09-18T00:00:00.000-07:00,34.2765,18200 RINALDI PL,0101000020E6100000CBA145B6F3A15DC008AC1C5A64234140,-118.5305,2053 1528 0329 0903,porter-ranch,120,730,SYNAGOGUE/TEMPLE,1728,IC ,Invest Cont,2200,111206,0,X,X,,,91326
180721330,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-12-15T00:00:00.000-08:00,2018-12-16T00:00:00.000-08:00,34.0711,200 S CITRUS AV,0101000020E6100000E09C11A5BD955DC0705F07CE19094140,-118.3397,0903 0329 2053 1528,hancock-park,119,501,SINGLE FAMILY DWELLING,727,IC ,Invest Cont,1942,214100,47,W,M,,,90036
190123684,,Central,761,761,,,,BRANDISH WEAPON,SAN JULIAN,2019-09-24T00:00:00.000-07:00,2019-09-24T00:00:00.000-07:00,34.0412,7TH,0101000020E6100000F241CF66D58F5DC0304CA60A46054140,-118.2474,0903 1218 2054 1536 0334 1822,downtown,52,102,SIDEWALK,166,IC ,Invest Cont,0001,206300,30,B,M,HAND GUN,102,90014
191117193,,Northeast,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-09-24T00:00:00.000-07:00,2019-09-26T00:00:00.000-07:00,34.1382,1000 COLORADO BL,0101000020E61000004ED1915CFE8B5DC05227A089B0114140,-118.1874,0903 0421 1309 2031,eagle-rock,40,403,DRUG STORE,1109,IC ,Invest Cont,1545,181000,47,B,F,,,90041
190124393,,Central,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-04T00:00:00.000-07:00,2019-10-04T00:00:00.000-07:00,34.0444,400 TOWNE AV,0101000020E61000006C09F9A0678F5DC0A1F831E6AE054140,-118.2407,1218 0417 0421 0356 0903 2055 1516,downtown,52,517,MISSIONS/SHELTERS,148,IC ,Invest Cont,0925,206200,67,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90013
190816865,,West LA,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-10-04T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.0591,1200 GLENDON AV,0101000020E61000006A4DF38E539C5DC0C898BB9690074140,-118.4426,0903 1822 0329,westwood,63,141,CEMETARY*,833,IC ,Invest Cont,1500,265510,73,W,M,,,90024
190116529,,Central,624,624,,,,BATTERY - SIMPLE ASSAULT,MAIN ST,2019-06-21T00:00:00.000-07:00,2019-06-22T00:00:00.000-07:00,34.0433,7TH ST,0101000020E6100000C7BAB88D06905DC05AF5B9DA8A054140,-118.2504,0400 2004 0903 2055 1520,downtown,52,102,SIDEWALK,164,AA ,Adult Arrest,2230,207302,56,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90014
190717795,,Wilshire,625,625,946,,,OTHER ASSAULT,,2019-10-09T00:00:00.000-07:00,2019-10-09T00:00:00.000-07:00,34.0665,6100 WILSHIRE BL,0101000020E6100000E5F21FD26F975DC08D976E1283084140,-118.3662,0356 1822 0903 2058 1538,beverly-grove,58,102,SIDEWALK,732,IC ,Invest Cont,1025,214700,21,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90048
190816773,,West LA,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-10-10T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.0373,9700 CATTARAUGUS AV,0101000020E6100000B6F3FDD478995DC00612143FC6044140,-118.398,0903 0329,beverlywood,61,704,ELEMENTARY SCHOOL,886,IC ,Invest Cont,1430,269000,0,X,X,,,90034
190219871,,Rampart,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-11T00:00:00.000-07:00,2019-10-11T00:00:00.000-07:00,34.0628,600 S CORONADO ST,0101000020E6100000F5B9DA8AFD915DC02B1895D409084140,-118.2811,1218 0334 0432 1514 0319 0445 1822 0903 0421,westlake,53,101,STREET,251,IC ,Invest Cont,0935,208720,54,B,M,HAMMER,311,90057
190220117,,Rampart,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-16T00:00:00.000-07:00,2019-10-16T00:00:00.000-07:00,34.0713,700 ECHO PARK AV,0101000020E61000005BB1BFEC9E905DC0371AC05B20094140,-118.2597,1202 0342 2035 0443 0447 0401 1309 0903 2004,echo-park,44,102,SIDEWALK,218,IC ,Invest Cont,1220,197500,60,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90026
191615467,,Foothill,230,230,946,998,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-18T00:00:00.000-07:00,2019-10-18T00:00:00.000-07:00,34.2626,10600 TELFAIR AV,0101000020E6100000BA490C022B9B5DC0FDF675E09C214140,-118.4245,1402 0416 0903 0447,pacoima,7,102,SIDEWALK,1643,IC ,Invest Cont,2110,104610,19,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,91331
191615466,,Foothill,230,230,946,998,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-18T00:00:00.000-07:00,2019-10-18T00:00:00.000-07:00,34.2626,10600 TELFAIR AV,0101000020E6100000BA490C022B9B5DC0FDF675E09C214140,-118.4245,1402 0416 0903 0447,pacoima,7,102,SIDEWALK,1643,IC ,Invest Cont,2110,104610,23,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,91331
190715019,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-08-08T00:00:00.000-07:00,2019-08-11T00:00:00.000-07:00,34.0478,1600 S HAYWORTH AV,0101000020E61000008F53742497975DC0D95F764F1E064140,-118.3686,0903 0329 1300 1307 1609 0319 2056 1514,mid-city,60,101,STREET,762,IC ,Invest Cont,2100,216700,33,B,M,,,90035
190200739,,Rampart,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-10-20T00:00:00.000-07:00,2019-10-20T00:00:00.000-07:00,34.0624,600 S RAMPART BL,0101000020E61000005917B7D100925DC09CA223B9FC074140,-118.2813,1239 0903 0302 1300 1313 0319 1510 0369 0417,westlake,54,108,PARKING LOT,251,IC ,Invest Cont,0630,208720,20,H,M,SEMI-AUTOMATIC PISTOL,109,90057
191100561,,Northeast,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-03-01T00:00:00.000-08:00,2019-03-04T00:00:00.000-08:00,34.1072,3900 TRACY ST,0101000020E61000007D3F355EBA915DC0CB10C7BAB80D4140,-118.277,1906 0421 0903 2055 1514,los-feliz,36,721,HIGH SCHOOL,1143,IC ,Invest Cont,1542,195201,0,X,X,VERBAL THREAT,511,90027
181915120,,Mission,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-07-31T00:00:00.000-07:00,2018-07-31T00:00:00.000-07:00,34.2269,13600 ROSCOE BL,0101000020E610000032772D211F9C5DC030BB270F0B1D4140,-118.4394,0416 2036 0903 0421 2053 1528,panorama-city,100,301,GAS STATION,1987,AA ,Adult Arrest,1340,119900,49,W,M,VERBAL THREAT,511,91402
190416392,,Hollenbeck,220,220,998,,,ATTEMPTED ROBBERY,OLYMPIC BL,2019-11-02T00:00:00.000-07:00,2019-11-02T00:00:00.000-07:00,34.0188,MIRASOL ST,0101000020E610000054E3A59BC48C5DC01895D40968024140,-118.1995,0903 2056 1516 2004 1402 0445 1519,boyle-heights,50,101,STREET,499,AA ,Adult Arrest,1140,204920,0,X,F,UNKNOWN WEAPON/OTHER WEAPON,500,90023
190715778,,Wilshire,740,740,903,998,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",MELROSE,2019-08-27T00:00:00.000-07:00,2019-08-27T00:00:00.000-07:00,34.0838,ORANGE GROVE,0101000020E6100000508D976E12975DC0D0B359F5B90A4140,-118.3605,0903 2056 1514 0329 1402,fairfax,58,203,OTHER BUSINESS,702,IC ,Invest Cont,2120,192002,0,H,M,,,90046
191119446,,Northeast,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-11-10T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.1082,5500 N FIGUEROA ST,0101000020E61000003FC6DCB5848C5DC0AEB6627FD90D4140,-118.1956,1528 1822 0329 0903,highland-park,41,207,BAR/COCKTAIL/NIGHTCLUB,1149,IC ,Invest Cont,2000,183810,0,X,X,UNKNOWN WEAPON/OTHER WEAPON,500,90042
190121726,,Central,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-23T00:00:00.000-07:00,2019-08-23T00:00:00.000-07:00,34.046,100 E 6TH ST,0101000020E610000024B9FC87F48F5DC0D9CEF753E3054140,-118.2493,0443 0903 1234 1239 1822 2058 1510,downtown,52,207,BAR/COCKTAIL/NIGHTCLUB,154,IC ,Invest Cont,2205,207302,30,H,F,VERBAL THREAT,511,90013
190415019,,Hollenbeck,740,740,999,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-09-23T00:00:00.000-07:00,2019-09-25T00:00:00.000-07:00,34.0686,400 S AVENUE 19,0101000020E6100000355EBA490C8E5DC0B84082E2C7084140,-118.2195,0329 0903,lincoln-heights,47,122,"VEHICLE, PASSENGER/TRUCK",421,IC ,Invest Cont,1850,199700,40,H,M,,,90031
190601253,,Hollywood,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-11-01T00:00:00.000-07:00,2019-11-01T00:00:00.000-07:00,34.1016,6800 HOLLYWOOD BL,0101000020E6100000EFC9C342AD955DC005A3923A010D4140,-118.3387,1912 0903,hollywood,29,203,OTHER BUSINESS,645,IC ,Invest Cont,1600,190100,0,X,X,VERBAL THREAT,511,90028
190416394,,Hollenbeck,624,624,,,,BATTERY - SIMPLE ASSAULT,MIRASOL,2019-11-02T00:00:00.000-07:00,2019-11-02T00:00:00.000-07:00,34.0188,OLYMPIC ST,0101000020E610000054E3A59BC48C5DC01895D40968024140,-118.1995,0903 2056 1516 2004 0445 1519,boyle-heights,50,101,STREET,499,AA ,Adult Arrest,1140,204920,50,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,90023
190416393,,Hollenbeck,624,624,,,,BATTERY - SIMPLE ASSAULT,MIRASOL,2019-11-02T00:00:00.000-07:00,2019-11-02T00:00:00.000-07:00,34.0188,OLYMPIC ST,0101000020E610000054E3A59BC48C5DC01895D40968024140,-118.1995,0903 2056 1516 2004 0445 1258 1519,boyle-heights,50,101,STREET,499,AA ,Adult Arrest,1140,204920,10,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,90023
191818376,,Southeast,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-25T00:00:00.000-07:00,2019-08-25T00:00:00.000-07:00,33.9327,11500 S MONA BL,0101000020E610000089D2DEE00B8F5DC0567DAEB662F74040,-118.2351,2056 1516 0903 0443 0432 2024 1258,watts,88,511,PROJECT/TENEMENT/PUBLIC HOUSING,1849,IC ,Invest Cont,1933,243100,5,H,F,VERBAL THREAT,511,90059
191507803,,N Hollywood,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-03-13T00:00:00.000-07:00,2019-03-13T00:00:00.000-07:00,34.1448,12800 VENTURA BL,0101000020E6100000D8F0F44A599A5DC0FB3A70CE88124140,-118.4117,2055 1519 0421 0903,studio-city,27,203,OTHER BUSINESS,1591,AA ,Adult Arrest,2000,143901,20,O,M,VERBAL THREAT,511,91604
191007007,,West Valley,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-03-10T00:00:00.000-08:00,2019-03-10T00:00:00.000-08:00,34.1802,18300 OXNARD ST,0101000020E6100000E02D90A0F8A15DC09E5E29CB10174140,-118.5308,0400 0416 0903 2053 1514,tarzana,17,108,PARKING LOT,1044,AA ,Adult Arrest,1440,139200,35,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,91356
